x2_1,y2_1,x2_2,y2_2,x2_3,y2_3,x2_4,y2_4,x2_5,y2_5,img_paths
101,137,118,97,120,54,63,69,58,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1293.png
89,162,158,105,133,15,63,47,20,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1294.png
81,132,152,101,119,46,61,37,46,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1295.png
75,135,147,85,121,60,70,32,42,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1296.png
85,148,160,101,122,50,47,34,26,115,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1297.png
79,134,150,96,131,61,58,55,38,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1298.png
87,171,143,101,130,32,40,30,40,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1299.png
75,143,166,106,125,33,56,15,42,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1300.png
102,128,127,111,112,39,72,65,39,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1301.png
96,128,133,107,114,40,62,61,22,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1302.png
96,146,143,102,131,25,48,39,23,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1303.png
84,143,152,103,132,44,63,57,31,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1304.png
83,130,146,115,121,48,67,52,28,116,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1305.png
70,135,144,85,116,56,85,34,41,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1306.png
110,137,145,108,126,33,54,29,20,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1307.png
87,158,122,91,119,64,57,63,58,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1308.png
81,151,160,102,126,43,53,38,23,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1309.png
82,150,153,110,140,37,44,23,40,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1310.png
100,123,118,99,138,25,67,56,47,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1311.png
76,144,167,103,135,27,55,31,31,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1312.png
91,125,135,118,116,55,69,55,33,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1313.png
99,133,133,108,112,41,67,45,39,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1314.png
78,143,134,91,110,69,66,35,45,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1315.png
96,119,121,107,118,54,75,65,40,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1316.png
92,170,149,96,132,40,54,38,31,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1317.png
97,143,142,118,131,45,59,50,27,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1318.png
80,154,150,102,127,48,47,45,28,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1319.png
72,128,122,93,115,69,55,70,60,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1320.png
79,144,173,109,127,32,40,18,36,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1321.png
95,119,121,103,101,53,74,58,42,92,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1322.png
73,122,144,96,116,59,53,32,49,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1323.png
108,145,130,102,120,49,57,40,47,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1324.png
103,140,130,102,145,22,65,51,38,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1325.png
83,134,140,86,121,65,73,33,46,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1326.png
88,143,148,101,130,38,70,42,39,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1327.png
87,167,141,98,123,60,43,24,41,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1328.png
92,140,150,107,112,47,59,37,33,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1329.png
85,132,161,106,124,47,71,41,44,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1330.png
99,130,134,112,114,44,64,49,30,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1331.png
86,153,137,103,118,48,44,43,50,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1332.png
83,149,148,106,138,38,62,43,37,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1333.png
103,160,163,100,134,5,53,52,17,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1334.png
95,133,131,109,112,37,63,54,22,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1335.png
80,148,154,109,130,27,51,39,31,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1336.png
102,129,124,110,135,28,66,58,34,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1337.png
73,125,125,86,114,65,42,45,60,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1338.png
84,119,133,85,109,67,85,58,61,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1339.png
69,135,124,94,119,64,57,65,55,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1340.png
78,152,173,92,148,26,38,23,29,115,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1341.png
100,130,123,115,121,44,59,54,36,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1342.png
94,124,120,108,99,60,74,75,48,90,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1343.png
84,166,153,101,123,52,34,20,24,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1344.png
104,134,125,111,157,12,66,54,29,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1345.png
103,147,144,109,128,21,62,54,25,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1346.png
79,138,145,89,122,55,45,26,44,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1347.png
100,137,134,113,122,39,57,40,34,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1348.png
90,174,155,100,139,40,47,44,26,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1349.png
90,166,146,111,138,19,46,24,25,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1350.png
74,138,162,101,120,51,26,16,46,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1351.png
88,163,150,102,134,49,48,53,30,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1352.png
78,139,156,109,125,33,54,25,44,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1353.png
71,117,121,90,110,69,52,60,59,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1354.png
103,147,133,89,129,62,54,69,47,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1355.png
74,139,144,87,117,59,44,37,45,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1356.png
98,136,131,109,142,25,63,56,22,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1357.png
90,152,138,105,138,30,66,57,38,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1358.png
87,167,152,112,144,16,51,40,20,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1359.png
75,129,149,105,124,64,36,32,56,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1360.png
88,152,143,101,123,56,50,45,35,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1361.png
101,132,123,113,132,48,66,60,46,89,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1362.png
96,145,137,94,134,51,68,56,46,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1363.png
81,132,165,102,116,46,67,39,42,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1364.png
98,129,122,108,110,38,67,61,40,92,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1365.png
74,129,144,84,119,61,61,33,48,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1366.png
93,110,108,98,152,22,61,60,39,89,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1367.png
86,155,117,93,115,76,63,72,63,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1368.png
88,167,153,95,125,51,38,24,22,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1369.png
82,137,155,98,135,42,62,42,40,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1370.png
88,149,138,101,134,40,62,42,44,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1371.png
87,127,132,100,107,50,72,60,45,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1372.png
82,144,126,101,123,42,68,62,53,91,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1373.png
91,129,160,105,115,51,70,51,38,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1374.png
87,140,149,112,120,50,71,37,44,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1375.png
84,120,131,87,109,68,83,54,60,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1376.png
74,139,141,89,124,58,45,42,47,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1377.png
85,169,153,96,127,57,28,17,35,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1378.png
100,156,150,100,144,40,56,55,36,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1379.png
94,135,135,108,132,41,65,53,31,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1380.png
97,158,150,88,139,51,56,45,32,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1381.png
91,149,143,113,126,44,48,30,25,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1382.png
94,129,128,118,103,49,70,58,20,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1383.png
78,134,124,91,114,73,53,50,54,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1384.png
86,149,160,93,123,46,48,32,29,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1385.png
102,128,126,112,102,46,70,65,38,91,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1386.png
95,127,123,103,120,38,72,63,47,91,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1387.png
89,146,162,98,121,33,65,52,19,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1388.png
73,134,123,97,121,64,57,69,58,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1389.png
93,158,147,100,128,51,52,47,31,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1390.png
104,143,137,97,141,22,62,60,41,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1391.png
80,118,136,85,113,69,85,55,59,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1392.png
98,147,130,94,120,61,58,55,49,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1393.png
82,137,148,102,113,42,64,58,30,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1394.png
84,161,144,97,133,50,53,53,36,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1395.png
89,121,124,113,110,57,67,62,31,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1396.png
79,145,167,112,123,27,65,19,40,117,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1397.png
71,130,144,84,121,57,62,16,50,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1398.png
105,154,141,99,135,21,61,57,42,91,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1399.png
102,147,141,95,127,54,55,49,39,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1400.png
82,160,148,93,118,54,40,19,35,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1401.png
100,133,120,112,133,38,71,54,43,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1402.png
92,163,132,98,134,48,59,59,47,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1403.png
85,166,142,102,124,53,45,37,37,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1404.png
87,160,166,103,130,43,46,33,16,119,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1405.png
86,120,131,119,104,63,75,58,49,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1406.png
97,132,120,105,120,38,62,59,47,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1407.png
86,155,164,100,125,44,46,42,14,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1408.png
78,119,143,102,110,61,49,48,61,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1409.png
98,138,134,109,121,45,51,39,36,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1410.png
86,160,152,112,134,21,50,31,27,116,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1411.png
75,134,141,98,131,51,58,40,50,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1412.png
76,133,146,99,116,59,40,19,50,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1413.png
76,126,141,87,109,66,80,50,49,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1414.png
86,125,152,97,108,53,75,56,37,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1415.png
82,127,145,86,115,64,82,51,48,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1416.png
84,154,167,110,134,21,47,36,16,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1417.png
85,157,152,100,127,22,61,56,30,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1418.png
94,119,116,105,106,51,70,63,42,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1419.png
82,126,129,76,107,61,86,52,52,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1420.png
82,141,160,103,127,33,56,33,40,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1421.png
75,119,130,106,113,65,56,49,62,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1422.png
76,136,148,88,117,58,72,32,37,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1423.png
82,158,158,95,124,43,39,28,19,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1424.png
93,133,164,101,117,51,68,50,23,117,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1425.png
86,150,143,88,116,55,42,24,46,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1426.png
86,118,129,91,107,70,81,57,64,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1427.png
101,137,136,110,115,30,62,48,23,118,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1428.png
86,133,160,88,116,54,64,50,33,116,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1429.png
100,138,127,102,138,18,70,69,52,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1430.png
85,136,151,97,116,40,68,51,38,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1431.png
101,152,139,109,132,30,48,31,26,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1432.png
84,126,133,79,110,61,75,44,57,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1433.png
97,147,134,108,126,32,59,46,40,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1434.png
79,144,125,91,114,63,51,51,58,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1435.png
91,167,147,87,132,51,40,59,28,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1436.png
87,132,157,115,116,48,69,41,47,116,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1437.png
91,129,133,93,112,49,71,68,48,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1438.png
93,133,127,105,106,40,70,60,40,92,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1439.png
102,138,133,112,130,22,60,55,20,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1440.png
98,139,123,101,132,20,74,78,63,92,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1441.png
82,147,142,91,121,54,40,39,45,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1442.png
101,133,120,103,131,29,67,62,51,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1443.png
88,161,169,94,121,42,46,18,28,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1444.png
102,145,132,108,128,37,44,52,35,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1445.png
84,126,140,87,108,68,83,56,58,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1446.png
91,160,141,101,138,33,60,59,39,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1447.png
78,171,139,91,126,57,40,57,40,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1448.png
94,145,134,107,122,33,62,52,35,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1449.png
91,148,155,84,120,52,41,33,39,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1450.png
79,138,143,98,128,51,54,52,47,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1451.png
94,163,150,101,128,49,44,46,28,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1452.png
103,135,124,105,141,17,65,60,41,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1453.png
106,139,137,103,144,15,59,57,27,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1454.png
97,166,154,102,144,4,54,52,26,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1455.png
101,116,112,97,115,49,73,73,64,90,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1456.png
87,117,138,94,103,66,73,64,54,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1457.png
75,145,142,99,128,37,56,55,38,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1458.png
90,160,155,100,133,44,50,49,26,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1459.png
80,147,133,103,124,59,55,58,47,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1460.png
94,118,117,105,105,46,66,58,11,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1461.png
94,154,156,86,131,47,42,48,22,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1462.png
92,134,136,85,122,54,69,62,46,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1463.png
84,134,142,100,126,50,50,39,54,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1464.png
82,158,157,95,123,49,33,19,40,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1465.png
100,142,133,109,144,20,55,45,19,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1466.png
82,139,128,98,122,56,52,55,58,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1467.png
78,127,123,86,112,66,46,53,61,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1468.png
84,112,138,92,104,68,76,59,66,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1469.png
101,152,155,105,142,27,57,51,25,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1470.png
87,149,151,103,129,35,61,52,29,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1471.png
86,139,159,108,124,37,52,40,36,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1472.png
87,128,150,96,106,52,69,60,40,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1473.png
95,117,117,103,104,55,74,68,44,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1474.png
83,136,155,97,98,40,65,50,39,116,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1475.png
84,161,139,103,134,40,59,52,40,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1476.png
76,126,123,94,110,66,52,53,60,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1477.png
70,133,134,87,128,61,45,52,54,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1478.png
86,129,154,98,103,49,65,55,34,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1479.png
86,150,170,105,122,27,61,42,21,122,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1480.png
98,143,127,106,140,15,66,58,37,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1481.png
84,143,119,95,117,76,62,61,62,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1482.png
94,154,171,95,127,24,60,47,9,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1483.png
98,148,137,113,152,7,61,49,23,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1484.png
66,142,131,93,121,64,46,43,49,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1485.png
83,161,146,110,126,43,39,25,38,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1486.png
86,131,151,96,114,59,50,44,44,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1487.png
78,135,146,95,122,54,51,51,43,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1488.png
79,136,142,100,128,41,54,47,50,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1489.png
87,158,126,91,116,63,51,60,54,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1490.png
102,128,123,105,150,15,61,58,35,92,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1491.png
81,145,138,88,119,64,43,31,50,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1492.png
87,164,130,100,126,55,57,55,49,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1493.png
78,129,162,109,121,50,61,45,44,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1494.png
82,132,144,90,112,60,43,26,51,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1495.png
90,124,153,104,110,60,71,55,44,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1496.png
101,146,118,93,118,65,68,65,62,91,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1497.png
96,143,141,109,135,23,54,34,13,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1498.png
97,137,132,108,130,28,63,43,22,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1499.png
96,144,121,94,120,65,65,63,60,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1500.png
95,158,157,99,144,11,58,52,19,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1501.png
89,139,134,98,121,47,68,64,48,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1502.png
75,140,155,102,119,54,35,14,42,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1503.png
94,132,126,107,104,44,67,59,35,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1504.png
90,132,154,105,114,55,62,56,34,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1505.png
100,137,140,107,121,40,46,50,27,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1506.png
85,132,152,96,111,59,67,40,50,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1507.png
90,146,150,100,123,54,49,56,27,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1509.png
87,128,155,96,112,61,77,49,45,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1510.png
95,132,147,97,109,47,66,63,31,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1511.png
81,114,126,89,110,66,44,37,65,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1512.png
101,139,133,108,142,16,62,50,25,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1513.png
82,137,153,92,119,58,58,33,35,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1514.png
91,135,118,97,117,74,63,58,64,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1515.png
86,134,147,93,116,60,49,46,42,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1516.png
91,154,142,100,133,48,61,55,39,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1517.png
94,142,119,102,120,63,69,62,58,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1518.png
106,144,131,113,134,36,53,53,36,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1519.png
94,154,140,111,122,25,54,40,35,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1520.png
94,139,144,95,122,42,67,60,40,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1521.png
81,127,152,108,112,51,71,42,48,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1522.png
76,158,164,112,134,18,33,17,30,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1523.png
75,142,142,109,130,37,41,37,46,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1524.png
98,130,129,109,113,38,68,61,34,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1525.png
81,138,155,103,126,39,57,47,34,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1526.png
96,127,130,111,112,45,62,51,25,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1527.png
96,160,138,105,142,37,43,37,38,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1528.png
84,152,138,102,137,45,61,49,42,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1529.png
79,159,167,109,128,15,49,37,16,117,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1530.png
73,122,132,97,114,70,41,54,59,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1531.png
99,142,119,95,116,34,65,72,61,88,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1532.png
83,125,150,96,116,57,33,17,50,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1533.png
97,173,165,99,140,3,54,47,22,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1534.png
85,136,160,100,121,40,58,40,38,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1535.png
97,139,124,89,115,65,61,54,55,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1536.png
98,135,124,112,124,41,50,49,35,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1537.png
104,144,136,97,128,56,57,58,46,90,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1538.png
91,133,137,107,126,38,56,52,23,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1539.png
80,133,130,93,115,69,44,15,53,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1540.png
77,142,168,100,129,33,45,21,38,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1541.png
80,135,168,112,114,46,60,29,45,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1542.png
68,122,124,93,117,62,54,65,59,92,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1543.png
100,121,116,103,135,18,66,53,30,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1544.png
91,155,139,99,119,55,49,45,38,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1545.png
97,162,151,111,134,25,42,20,24,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_1546.png
